Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2011 [YR2011],2012 [YR2012],2013 [YR2013],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Mozambique,MOZ,..,..,..,49.1,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Namibia,NAM,..,..,..,..,..,71.2,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Nepal,NPL,..,..,..,59.5,..,..,..,62.6,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Niger,NER,..,..,..,..,7.3,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Nigeria,NGA,..,..,..,..,..,50.8,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Peru,PER,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Philippines,PHL,..,..,..,..,..,..,..,82.3,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Poland,POL,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Senegal,SEN,..,..,..,13.2,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sierra Leone,SLE,..,..,..,..,..,40.2,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tajikistan,TJK,..,..,..,..,40.9,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tanzania,TZA,..,..,..,..,..,..,..,49.6,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Turkiye,TUR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Uganda,UGA,..,..,..,49,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,United States,USA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,70.4,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Viet Nam,VNM,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Zimbabwe,ZWE,..,..,..,58.8,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,High income,HIC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,North America,NAC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Small states,SST,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,World,WLD,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Bangladesh,BGD,..,..,..,32.5,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..
